datetime,open,high,low,close,segment
2018-07-02,1.16725,1.16882,1.15898,1.16372,train_core
2018-07-03,1.16369,1.16737,1.16196,1.16551,train_core
2018-07-04,1.1655,1.16824,1.16293,1.16541,train_core
2018-07-05,1.16544,1.17211,1.1649,1.16897,train_core
2018-07-06,1.16888,1.17692,1.16804,1.17433,train_core
2018-07-09,1.1743,1.17919,1.17328,1.17511,train_core
2018-07-10,1.17492,1.17634,1.16893,1.17425,train_core
2018-07-11,1.17436,1.17588,1.16637,1.16692,train_core
2018-07-12,1.16696,1.16948,1.16483,1.16678,train_core
2018-07-13,1.16679,1.16868,1.16108,1.16834,train_core
2018-07-16,1.169,1.17266,1.16758,1.17109,train_core
2018-07-17,1.17092,1.17455,1.16475,1.16578,train_core
2018-07-18,1.16566,1.16632,1.15997,1.16359,train_core
2018-07-19,1.16357,1.16768,1.15728,1.16385,train_core
2018-07-20,1.16382,1.17371,1.16244,1.17177,train_core
2018-07-23,1.17249,1.17498,1.1682,1.16883,train_core
2018-07-24,1.16883,1.17152,1.16528,1.16849,train_core
2018-07-25,1.16851,1.17383,1.16624,1.17279,train_core
2018-07-26,1.17269,1.17447,1.16384,1.16398,train_core
2018-07-27,1.16398,1.16631,1.16184,1.16542,train_core
2018-07-30,1.16543,1.17201,1.16467,1.17047,train_core
2018-07-31,1.17045,1.17485,1.16835,1.169,train_core
2018-08-01,1.16901,1.17,1.16557,1.16565,train_core
2018-08-02,1.16576,1.16661,1.15784,1.15812,train_core
2018-08-03,1.15811,1.16085,1.15573,1.15638,train_core
2018-08-06,1.15665,1.15684,1.15274,1.15503,train_core
2018-08-07,1.15491,1.16066,1.15472,1.15954,train_core
2018-08-08,1.15956,1.16269,1.15712,1.16076,train_core
2018-08-09,1.16075,1.16178,1.15217,1.15232,train_core
2018-08-10,1.15224,1.15341,1.1386,1.14073,train_core
2018-08-13,1.13704,1.14316,1.13631,1.14083,train_core
2018-08-14,1.14082,1.14282,1.13278,1.13407,train_core
2018-08-15,1.13438,1.13537,1.12993,1.13423,train_core
2018-08-16,1.1344,1.14084,1.13343,1.13742,train_core
2018-08-17,1.1374,1.14451,1.13652,1.14377,train_core
2018-08-20,1.14379,1.14855,1.13931,1.14812,train_core
2018-08-21,1.14817,1.16017,1.14804,1.157,train_core
2018-08-22,1.157,1.16237,1.15538,1.15961,train_core
2018-08-23,1.15958,1.16009,1.15299,1.1538,train_core
2018-08-24,1.15382,1.16405,1.15349,1.1622,train_core
2018-08-27,1.16174,1.16944,1.15951,1.16791,train_core
2018-08-28,1.16782,1.17345,1.16632,1.16939,train_core
2018-08-29,1.16939,1.17102,1.16525,1.1706,train_core
2018-08-30,1.17061,1.17191,1.16423,1.1671,train_core
2018-08-31,1.1671,1.16909,1.15854,1.16009,train_core
2018-09-03,1.1596,1.16288,1.15898,1.1619,train_core
2018-09-04,1.16182,1.16198,1.1531,1.15801,train_core
2018-09-05,1.15799,1.16413,1.15432,1.16293,train_core
2018-09-06,1.16298,1.16603,1.16061,1.1622,train_core
2018-09-07,1.16217,1.16503,1.15515,1.15537,train_core
2018-09-10,1.15494,1.16171,1.15265,1.1591,train_core
2018-09-11,1.15913,1.16451,1.15662,1.16054,train_core
2018-09-12,1.16047,1.16506,1.15709,1.16255,train_core
2018-09-13,1.16251,1.17021,1.161,1.16896,train_core
2018-09-14,1.16898,1.17226,1.16215,1.16222,train_core
2018-09-17,1.16245,1.16991,1.16188,1.16823,train_core
2018-09-18,1.16826,1.17254,1.16528,1.16649,train_core
2018-09-19,1.16647,1.17158,1.16507,1.16721,train_core
2018-09-20,1.16714,1.17855,1.16696,1.17775,train_core
2018-09-21,1.17767,1.18037,1.17337,1.1749,train_core
2018-09-24,1.17477,1.18161,1.1725,1.17476,train_core
2018-09-25,1.17485,1.17936,1.17317,1.17648,train_core
2018-09-26,1.17649,1.1797,1.17244,1.17365,train_core
2018-09-27,1.17364,1.17565,1.16366,1.1638,train_core
2018-09-28,1.16379,1.16497,1.15674,1.16007,train_core
2018-10-01,1.16146,1.16236,1.15617,1.15754,train_core
2018-10-02,1.15754,1.15785,1.15044,1.15436,train_core
2018-10-03,1.1546,1.15931,1.14629,1.14749,train_core
2018-10-04,1.14752,1.15422,1.14624,1.15121,train_core
2018-10-05,1.15125,1.15493,1.14833,1.15177,train_core
2018-10-08,1.15209,1.15291,1.14591,1.14892,train_core
2018-10-09,1.14891,1.15028,1.14313,1.1488,train_core
2018-10-10,1.14887,1.15452,1.14792,1.15183,train_core
2018-10-11,1.15181,1.15992,1.1518,1.15923,train_core
2018-10-12,1.15913,1.16105,1.15337,1.15576,train_core
2018-10-15,1.15386,1.16061,1.15378,1.1577,train_core
2018-10-16,1.15769,1.16216,1.15652,1.15723,train_core
2018-10-17,1.15725,1.158,1.14944,1.14983,train_core
2018-10-18,1.1499,1.15267,1.14483,1.14506,train_core
2018-10-19,1.14508,1.15331,1.14311,1.1511,train_core
2018-10-22,1.15149,1.155,1.14547,1.14623,train_core
2018-10-23,1.14627,1.1493,1.14381,1.14685,train_core
2018-10-24,1.14688,1.14758,1.13776,1.13894,train_core
2018-10-25,1.13894,1.1432,1.13552,1.1373,train_core
2018-10-26,1.13709,1.14206,1.13348,1.14011,train_core
2018-10-29,1.13974,1.14157,1.13598,1.13707,train_core
2018-10-30,1.13707,1.13871,1.13396,1.13418,train_core
2018-10-31,1.13419,1.13593,1.13011,1.13123,train_core
2018-11-01,1.13135,1.14242,1.1311,1.1401,train_core
2018-11-02,1.1401,1.14559,1.13714,1.13856,train_core
2018-11-05,1.13854,1.14235,1.13521,1.14052,train_core
2018-11-06,1.14053,1.14375,1.13907,1.14244,train_core
2018-11-07,1.14228,1.15017,1.13938,1.14235,train_core
2018-11-08,1.14257,1.14462,1.13506,1.13609,train_core
2018-11-09,1.13609,1.13681,1.13153,1.13329,train_core
2018-11-12,1.13192,1.13298,1.12139,1.1215,train_core
2018-11-13,1.12155,1.1293,1.12146,1.12875,train_core
2018-11-14,1.12882,1.1347,1.12623,1.13091,train_core
2018-11-15,1.1305,1.13619,1.12697,1.13237,train_core
2018-11-16,1.13236,1.14204,1.13209,1.14167,train_core
2018-11-19,1.14126,1.14646,1.13939,1.14507,train_core
2018-11-20,1.14509,1.14724,1.13587,1.13688,train_core
2018-11-21,1.13689,1.1425,1.13655,1.13821,train_core
2018-11-22,1.13821,1.14341,1.13796,1.14004,train_core
2018-11-23,1.13994,1.14214,1.13277,1.13344,train_core
2018-11-26,1.13389,1.13839,1.13246,1.13259,train_core
2018-11-27,1.13262,1.13439,1.12773,1.12846,train_core
2018-11-28,1.12846,1.13879,1.12672,1.13654,train_core
2018-11-29,1.13653,1.14018,1.13487,1.1391,train_core
2018-11-30,1.1391,1.14004,1.13055,1.13182,train_core
2018-12-03,1.13513,1.13798,1.13192,1.13517,train_core
2018-12-04,1.13514,1.14188,1.13182,1.13419,train_core
2018-12-05,1.13421,1.13608,1.131,1.13432,train_core
2018-12-06,1.13432,1.14129,1.13203,1.13756,train_core
2018-12-07,1.13725,1.14239,1.13601,1.13871,train_core
2018-12-10,1.13906,1.14432,1.13498,1.13533,train_core
2018-12-11,1.13543,1.14003,1.13053,1.1314,train_core
2018-12-12,1.13134,1.13872,1.13134,1.13678,train_core
2018-12-13,1.13675,1.13937,1.13306,1.13557,train_core
2018-12-14,1.13561,1.13648,1.12686,1.13028,train_core
2018-12-17,1.13029,1.13581,1.12999,1.13471,train_core
2018-12-18,1.13474,1.14031,1.13369,1.13587,train_core
2018-12-19,1.13587,1.14399,1.13587,1.13756,train_core
2018-12-20,1.13756,1.1487,1.13701,1.14448,train_core
2018-12-21,1.14448,1.14746,1.13555,1.13679,train_core
2018-12-24,1.13675,1.14388,1.13595,1.14038,train_core
2018-12-26,1.13881,1.142,1.13422,1.13496,train_core
2018-12-27,1.1351,1.14546,1.13507,1.14281,train_core
2018-12-28,1.14288,1.14732,1.14247,1.14408,train_core
2018-12-31,1.14323,1.14675,1.14217,1.14616,train_core
2019-01-02,1.14615,1.14972,1.13242,1.13408,train_core
2019-01-03,1.13398,1.14108,1.1308,1.13889,train_core
2019-01-04,1.13912,1.14193,1.13452,1.13928,train_core
2019-01-07,1.13937,1.14833,1.13936,1.14733,train_core
2019-01-08,1.14736,1.14852,1.14225,1.14399,train_core
2019-01-09,1.144,1.15593,1.14361,1.15422,train_core
2019-01-10,1.15424,1.1571,1.14851,1.14989,train_core
2019-01-11,1.14988,1.15411,1.1458,1.14664,train_core
2019-01-14,1.14574,1.14825,1.14504,1.14675,train_core
2019-01-15,1.14673,1.14904,1.13816,1.14118,train_core
2019-01-16,1.14106,1.14247,1.13773,1.13903,train_core
2019-01-17,1.13906,1.14058,1.13695,1.13876,train_core
2019-01-18,1.13876,1.14101,1.13526,1.1363,train_core
2019-01-21,1.13588,1.13909,1.13563,1.13635,train_core
2019-01-22,1.13627,1.13736,1.13353,1.13585,train_core
2019-01-23,1.13581,1.13943,1.13498,1.13781,train_core
2019-01-24,1.138,1.13914,1.12887,1.13003,train_core
2019-01-25,1.13046,1.14186,1.12991,1.1406,train_core
2019-01-28,1.14008,1.14446,1.1391,1.1426,train_core
2019-01-29,1.14257,1.14513,1.1412,1.14324,train_core
2019-01-30,1.14303,1.15026,1.14069,1.14791,train_core
2019-01-31,1.14796,1.15154,1.14361,1.14452,train_core
2019-02-01,1.14459,1.14894,1.14346,1.14547,train_core
2019-02-04,1.14494,1.14607,1.14245,1.14346,train_core
2019-02-05,1.14366,1.14409,1.14012,1.14046,train_core
2019-02-06,1.14046,1.14099,1.13607,1.13609,train_core
2019-02-07,1.13616,1.13688,1.13241,1.13389,train_core
2019-02-08,1.13398,1.13511,1.13202,1.13204,train_core
2019-02-11,1.13169,1.13304,1.12675,1.12754,train_core
2019-02-12,1.12741,1.13393,1.12572,1.1324,train_core
2019-02-13,1.13225,1.13412,1.1259,1.1259,train_core
2019-02-14,1.12589,1.13094,1.12474,1.12936,train_core
2019-02-15,1.12933,1.13059,1.12338,1.12907,train_core
2019-02-18,1.129,1.13336,1.12882,1.13075,train_core
2019-02-19,1.13072,1.13573,1.12752,1.1339,train_core
2019-02-20,1.1339,1.13709,1.13246,1.13349,train_core
2019-02-21,1.13343,1.13662,1.13182,1.13323,train_core
2019-02-22,1.13316,1.13552,1.13154,1.13286,train_core
2019-02-25,1.13347,1.13669,1.13268,1.13556,train_core
2019-02-26,1.13559,1.14019,1.13444,1.13871,train_core
2019-02-27,1.13871,1.14028,1.13616,1.13679,train_core
2019-02-28,1.1368,1.14192,1.13584,1.13673,train_core
2019-03-01,1.13689,1.14079,1.13526,1.13614,train_core
2019-03-04,1.13808,1.13808,1.13083,1.13364,train_core
2019-03-05,1.13384,1.13399,1.1288,1.13055,train_core
2019-03-06,1.13051,1.13234,1.12839,1.1304,train_core
2019-03-07,1.13035,1.1319,1.11745,1.11907,train_core
2019-03-08,1.11901,1.12447,1.11833,1.12281,train_core
2019-03-11,1.12314,1.1257,1.12202,1.1247,train_core
2019-03-12,1.12472,1.13044,1.12455,1.12868,train_core
2019-03-13,1.12869,1.13383,1.12762,1.13297,train_core
2019-03-14,1.13303,1.13376,1.12937,1.13035,train_core
2019-03-15,1.1304,1.13443,1.12996,1.13238,train_core
2019-03-18,1.13217,1.13591,1.13187,1.13346,train_core
2019-03-19,1.13345,1.13617,1.13333,1.1349,train_core
2019-03-20,1.13496,1.14485,1.13355,1.14239,train_core
2019-03-21,1.14241,1.14378,1.1342,1.13728,train_core
2019-03-22,1.13725,1.13906,1.12717,1.1298,train_core
2019-03-25,1.12918,1.13307,1.12875,1.13115,train_core
2019-03-26,1.13114,1.13254,1.12616,1.12685,train_core
2019-03-27,1.12683,1.12841,1.12404,1.12489,train_core
2019-03-28,1.12491,1.12596,1.12117,1.12239,train_core
2019-03-29,1.12243,1.12449,1.12079,1.12153,train_core
2019-04-01,1.12268,1.12482,1.12018,1.12096,train_core
2019-04-02,1.12077,1.12141,1.11815,1.12013,train_core
2019-04-03,1.12004,1.1253,1.11976,1.12305,train_core
2019-04-04,1.12298,1.12458,1.12039,1.12171,train_core
2019-04-05,1.12144,1.12453,1.12081,1.12113,train_core
2019-04-08,1.12116,1.12733,1.12078,1.12586,train_core
2019-04-09,1.12586,1.12832,1.12537,1.12595,train_core
2019-04-10,1.12587,1.12867,1.12277,1.12711,train_core
2019-04-11,1.12709,1.12862,1.12482,1.12487,train_core
2019-04-12,1.12489,1.13238,1.12489,1.12968,train_core
2019-04-15,1.13014,1.13206,1.12964,1.13015,train_core
2019-04-16,1.13019,1.13135,1.1279,1.12791,train_core
2019-04-17,1.12791,1.13237,1.12778,1.12924,train_core
2019-04-18,1.12921,1.13032,1.12247,1.12267,train_core
2019-04-19,1.12276,1.12464,1.12256,1.12388,train_core
2019-04-22,1.1244,1.12611,1.12345,1.12558,train_core
2019-04-23,1.12557,1.12602,1.11908,1.12248,train_core
2019-04-24,1.12237,1.1225,1.11394,1.1151,train_core
2019-04-25,1.11497,1.11611,1.11167,1.11291,train_core
2019-04-26,1.11281,1.11726,1.11092,1.11381,train_core
2019-04-29,1.11438,1.11857,1.11435,1.11837,train_core
2019-04-30,1.11832,1.12287,1.11745,1.12133,train_core
2019-05-01,1.12133,1.12646,1.11863,1.11934,train_core
2019-05-02,1.11934,1.12182,1.11692,1.11693,train_core
2019-05-03,1.11669,1.12038,1.11336,1.12,train_core
2019-05-06,1.11771,1.12083,1.11691,1.11973,train_core
2019-05-07,1.11963,1.1217,1.11656,1.11892,train_core
2019-05-08,1.1189,1.1213,1.11819,1.11898,train_core
2019-05-09,1.11897,1.12512,1.11724,1.12127,train_core
2019-05-10,1.12124,1.12539,1.12111,1.12299,train_core
2019-05-13,1.12329,1.12638,1.12205,1.12206,train_core
2019-05-14,1.12205,1.12441,1.12003,1.1202,train_core
2019-05-15,1.1202,1.12231,1.11769,1.12001,train_core
2019-05-16,1.12001,1.12234,1.1165,1.11716,train_core
2019-05-17,1.11719,1.11828,1.11538,1.11546,train_core
2019-05-20,1.11585,1.11738,1.11492,1.11645,train_core
2019-05-21,1.11646,1.1186,1.11405,1.11574,train_core
2019-05-22,1.11575,1.11791,1.11475,1.11484,train_core
2019-05-23,1.11485,1.11871,1.1106,1.11817,train_core
2019-05-24,1.11815,1.12123,1.11734,1.12047,train_core
2019-05-27,1.12093,1.12155,1.11873,1.11915,train_core
2019-05-28,1.11917,1.11989,1.11599,1.11605,train_core
2019-05-29,1.11603,1.1173,1.11232,1.11293,train_core
2019-05-30,1.11292,1.1142,1.11146,1.11273,train_core
2019-05-31,1.11273,1.1179,1.11235,1.1165,train_core
2019-06-03,1.11658,1.12628,1.11592,1.12417,train_core
2019-06-04,1.12418,1.12782,1.12275,1.1252,train_core
2019-06-05,1.12519,1.1306,1.12195,1.12204,train_core
2019-06-06,1.12202,1.13091,1.12005,1.1276,train_core
2019-06-07,1.12758,1.13483,1.12514,1.13341,train_core
2019-06-10,1.13226,1.13311,1.12907,1.13113,train_core
2019-06-11,1.13113,1.1338,1.13022,1.13263,train_core
2019-06-12,1.13262,1.13439,1.12831,1.12869,train_core
2019-06-13,1.12867,1.13042,1.12682,1.12758,train_core
2019-06-14,1.12757,1.12894,1.12013,1.1206,train_core
2019-06-17,1.12078,1.12459,1.12026,1.1217,train_core
2019-06-18,1.12169,1.12424,1.11805,1.11921,train_core
2019-06-19,1.11918,1.12533,1.11862,1.12255,train_core
2019-06-20,1.12255,1.13174,1.12249,1.12924,train_core
2019-06-21,1.12923,1.13788,1.12837,1.13684,train_core
2019-06-24,1.13705,1.14054,1.13666,1.13995,train_core
2019-06-25,1.13995,1.14136,1.13455,1.13666,train_core
2019-06-26,1.13666,1.13916,1.13489,1.13687,train_core
2019-06-27,1.13686,1.13824,1.13487,1.13699,train_core
2019-06-28,1.13699,1.13942,1.1352,1.13702,train_core
2019-07-01,1.13612,1.1372,1.12806,1.12844,train_core
2019-07-02,1.12844,1.132,1.12746,1.12843,train_core
2019-07-03,1.12842,1.13117,1.12683,1.12768,train_core
2019-07-04,1.12768,1.12949,1.12727,1.12841,train_core
2019-07-05,1.12821,1.12873,1.12063,1.12226,train_core
2019-07-08,1.12252,1.12336,1.12062,1.1213,train_core
2019-07-09,1.12132,1.12179,1.11925,1.12069,train_core
2019-07-10,1.12069,1.12634,1.1201,1.125,train_core
2019-07-11,1.12501,1.12858,1.12447,1.12527,train_core
2019-07-12,1.12529,1.12745,1.12369,1.12685,train_core
2019-07-15,1.12681,1.1284,1.12536,1.12574,train_core
2019-07-16,1.12572,1.12631,1.12007,1.12089,train_core
2019-07-17,1.12089,1.12328,1.11986,1.12234,train_core
2019-07-18,1.12232,1.12809,1.12045,1.12771,train_core
2019-07-19,1.12771,1.12826,1.12026,1.12185,train_core
2019-07-22,1.12144,1.12244,1.12052,1.1208,train_core
2019-07-23,1.1208,1.12087,1.1145,1.11507,train_core
2019-07-24,1.11507,1.1155,1.11261,1.11391,train_core
2019-07-25,1.11392,1.11869,1.11006,1.11455,train_core
2019-07-26,1.11455,1.11499,1.11112,1.11229,train_core
2019-07-29,1.11226,1.115,1.11119,1.11436,train_core
2019-07-30,1.11436,1.116,1.11312,1.11535,train_core
2019-07-31,1.11535,1.11612,1.1059,1.10738,train_core
2019-08-01,1.10738,1.10941,1.10258,1.10835,train_core
2019-08-02,1.10838,1.11158,1.1069,1.11051,train_core
2019-08-05,1.11051,1.12138,1.11037,1.12037,train_core
2019-08-06,1.12039,1.12504,1.11677,1.11975,train_core
2019-08-07,1.11966,1.12422,1.11795,1.11986,train_core
2019-08-08,1.11988,1.12328,1.11772,1.11801,train_core
2019-08-09,1.11801,1.12235,1.11779,1.11984,train_core
2019-08-12,1.11978,1.12313,1.11618,1.12138,train_core
2019-08-13,1.12139,1.12292,1.11699,1.11705,train_core
2019-08-14,1.11705,1.11905,1.11299,1.11372,train_core
2019-08-15,1.11372,1.1158,1.10908,1.11065,train_core
2019-08-16,1.11065,1.11113,1.10654,1.10891,train_core
2019-08-19,1.10905,1.11128,1.10754,1.10769,train_core
2019-08-20,1.10766,1.1106,1.10649,1.10988,train_core
2019-08-21,1.10985,1.11062,1.10801,1.10833,train_core
2019-08-22,1.10832,1.1112,1.10624,1.10783,train_core
2019-08-23,1.10781,1.11524,1.10504,1.11377,train_core
2019-08-26,1.11488,1.11632,1.10938,1.10995,train_core
2019-08-27,1.10991,1.1115,1.10854,1.10892,train_core
2019-08-28,1.10889,1.10972,1.10727,1.10764,train_core
2019-08-29,1.10764,1.10909,1.10415,1.10558,train_core
2019-08-30,1.10557,1.10598,1.09626,1.09869,train_core
2019-09-02,1.09894,1.09959,1.09565,1.09656,train_core
2019-09-03,1.09661,1.09772,1.09246,1.09709,train_core
2019-09-04,1.09705,1.10374,1.0967,1.10326,train_core
2019-09-05,1.10341,1.10848,1.10156,1.10326,train_core
2019-09-06,1.10329,1.10565,1.10195,1.1025,train_core
2019-09-09,1.10232,1.10677,1.10146,1.10439,train_core
2019-09-10,1.1046,1.10587,1.10297,1.1042,train_core
2019-09-11,1.1042,1.10549,1.0984,1.10086,train_core
2019-09-12,1.10084,1.10867,1.09256,1.10617,train_core
2019-09-13,1.10628,1.11087,1.10546,1.10706,train_core
2019-09-16,1.10719,1.1086,1.09918,1.09981,train_core
2019-09-17,1.09961,1.1074,1.0989,1.1071,train_core
2019-09-18,1.10717,1.10757,1.10129,1.10277,train_core
2019-09-19,1.10275,1.1073,1.10217,1.10387,train_core
2019-09-20,1.10392,1.10669,1.09949,1.1015,train_core
2019-09-23,1.10087,1.10242,1.09648,1.09907,train_core
2019-09-24,1.09915,1.10231,1.09825,1.1017,train_core
2019-09-25,1.10185,1.10217,1.0936,1.094,train_core
2019-09-26,1.09401,1.0966,1.09076,1.0918,train_core
2019-09-27,1.09181,1.09575,1.09035,1.09363,train_core
2019-09-30,1.09389,1.09465,1.08844,1.08952,train_core
2019-10-01,1.08952,1.09415,1.08776,1.09304,train_core
2019-10-02,1.09301,1.0963,1.09028,1.09581,train_core
2019-10-03,1.09581,1.09991,1.09405,1.09635,train_core
2019-10-04,1.09635,1.09972,1.09573,1.09763,train_core
2019-10-07,1.09809,1.10019,1.0962,1.09703,train_core
2019-10-08,1.09696,1.09965,1.09404,1.0955,train_core
2019-10-09,1.09541,1.09906,1.09501,1.09714,train_core
2019-10-10,1.09708,1.10347,1.0969,1.10058,train_core
2019-10-11,1.1006,1.10633,1.10016,1.10344,train_core
2019-10-14,1.10304,1.10432,1.10141,1.10263,train_core
2019-10-15,1.10257,1.10466,1.09907,1.10316,train_core
2019-10-16,1.10305,1.1086,1.10222,1.10704,train_core
2019-10-17,1.10713,1.11404,1.10654,1.11237,train_core
2019-10-18,1.11235,1.11719,1.11153,1.11678,train_core
2019-10-21,1.11603,1.11801,1.11391,1.11492,train_core
2019-10-22,1.11498,1.11575,1.11182,1.11244,train_core
2019-10-23,1.1125,1.1141,1.11065,1.11293,train_core
2019-10-24,1.11305,1.11633,1.10927,1.11025,train_core
2019-10-25,1.11022,1.11232,1.10722,1.10788,train_core
2019-10-28,1.10801,1.11068,1.10753,1.10988,train_core
2019-10-29,1.1099,1.11183,1.10736,1.11114,train_core
2019-10-30,1.11113,1.11529,1.10798,1.11523,train_core
2019-10-31,1.11522,1.11755,1.11313,1.1151,train_core
2019-11-01,1.1151,1.11718,1.11283,1.11639,train_core
2019-11-04,1.11688,1.11754,1.11247,1.1127,train_core
2019-11-05,1.11273,1.114,1.10624,1.10729,train_core
2019-11-06,1.1073,1.10919,1.10641,1.10646,train_core
2019-11-07,1.10635,1.10907,1.10348,1.10484,train_core
2019-11-08,1.10483,1.10543,1.10156,1.10188,train_core
2019-11-11,1.10214,1.10419,1.10153,1.10313,train_core
2019-11-12,1.10312,1.10375,1.10012,1.10068,train_core
2019-11-13,1.10069,1.1019,1.09939,1.10045,train_core
2019-11-14,1.10044,1.10259,1.09876,1.10197,train_core
2019-11-15,1.10192,1.10562,1.10131,1.10524,train_core
2019-11-18,1.10493,1.10904,1.10471,1.10718,train_core
2019-11-19,1.10718,1.10843,1.10632,1.10785,train_core
2019-11-20,1.10784,1.10815,1.10525,1.10725,train_core
2019-11-21,1.10719,1.10973,1.10519,1.10578,train_core
2019-11-22,1.10576,1.10873,1.10132,1.10187,train_core
2019-11-25,1.10157,1.10312,1.10023,1.10117,train_core
2019-11-26,1.10114,1.1024,1.10059,1.10193,train_core
2019-11-27,1.10185,1.10235,1.09909,1.09975,train_core
2019-11-28,1.09975,1.10166,1.09969,1.10055,train_core
2019-11-29,1.10058,1.1027,1.09797,1.10155,train_core
2019-12-02,1.10218,1.10912,1.10016,1.10784,train_core
2019-12-03,1.10788,1.1094,1.10663,1.10811,train_core
2019-12-04,1.10813,1.11166,1.10667,1.10765,train_core
2019-12-05,1.10766,1.11084,1.10764,1.11043,train_core
2019-12-06,1.11039,1.11102,1.10389,1.10559,train_core
2019-12-09,1.10556,1.10774,1.10523,1.10626,train_core
2019-12-10,1.10626,1.10979,1.10619,1.10919,train_core
2019-12-11,1.10935,1.11453,1.10697,1.11294,train_core
2019-12-12,1.11295,1.11548,1.11034,1.11261,train_core
2019-12-13,1.11284,1.11995,1.11019,1.11179,train_core
2019-12-16,1.11271,1.11585,1.11228,1.11435,train_core
2019-12-17,1.11435,1.11752,1.11296,1.11496,train_core
2019-12-18,1.11486,1.11545,1.111,1.11119,train_core
2019-12-19,1.11125,1.11445,1.11068,1.11209,train_core
2019-12-20,1.11202,1.11247,1.1065,1.10751,train_core
2019-12-23,1.10772,1.10949,1.10688,1.10874,train_core
2019-12-24,1.10874,1.1093,1.10679,1.10863,train_core
2019-12-26,1.10874,1.11082,1.10812,1.10955,train_core
2019-12-27,1.10965,1.11888,1.10902,1.1173,train_core
2019-12-30,1.11745,1.12216,1.11719,1.11992,train_core
2019-12-31,1.11993,1.12402,1.11972,1.1212,train_core
2020-01-02,1.1212,1.12255,1.1164,1.1172,train_core
2020-01-03,1.1172,1.11792,1.11241,1.1154,train_core
2020-01-06,1.1163,1.12058,1.11565,1.11948,train_core
2020-01-07,1.11942,1.11978,1.11327,1.11518,train_core
